address,full_address,latitude,longitude
808 Bedok Reservoir Road,808 BEDOK RESERVOIR ROAD BAYWATER SINGAPORE 479240,1.337507988,103.9326749
82 Jellicoe Road,82 JELLICOE ROAD CITYLIGHTS SINGAPORE 208741,1.308895767,103.8630686
118 Jurong East Street 13,118 JURONG EAST STREET 13 IVORY HEIGHTS SINGAPORE 600118,1.336968473,103.7354277
1 Bishan Street 15,1 BISHAN STREET 15 SKY VUE SINGAPORE 573910,1.352316657,103.8507192
17 Flora Road,17 FLORA ROAD AVILA GARDENS SINGAPORE 509735,1.360918912,103.9663305
1 Draycott Park,1 DRAYCOTT PARK ONE DRAYCOTT SINGAPORE 259385,1.310084607,103.8307157
7 Seletar Road,7 SELETAR ROAD THE GREENWICH SINGAPORE 807014,1.38715929,103.8698329
24 Jalan Punai,24 JALAN PUNAI QUBE SUITES SINGAPORE 418804,1.329872096,103.908124
90 Elias Road,90 ELIAS ROAD STRATUM SINGAPORE 519950,1.37933552,103.942682
908 Sims Avenue,908 SIMS AVENUE PARC ESTA SINGAPORE 408970,1.317743848,103.90314
35 Yishun Central 1,35 YISHUN CENTRAL 1 NORTH PARK RESIDENCES SINGAPORE 768807,1.427917352,103.8366694
The Berth By The Cove,THE BERTH BY THE COVE,1.249617964,103.8462847
66 Tanah Merah Kechil Avenue,66 TANAH MERAH KECHIL AVENUE CASA MERAH SINGAPORE 465532,1.329072265,103.9462137
501 Dunman Road,501 DUNMAN ROAD FORTUNE JADE SINGAPORE 439193,1.309917518,103.8948385
20 Jalan Hajijah,20 JALAN HAJIJAH LAGUNA GREEN SINGAPORE 468726,1.312875397,103.9347813
34 Dakota Crescent,34 DAKOTA CRESCENT DAKOTA RESIDENCES SINGAPORE 399936,1.306372709,103.8870855
19 Nassim Hill,19 NASSIM HILL 19 NASSIM SINGAPORE 258482,1.306563464,103.8213284
94 Flora Road,94 FLORA ROAD EDELWEISS PARK CONDOMINIUM SINGAPORE 507006,1.355567563,103.9684424
343 Choa Chu Kang Avenue 3,343 CHOA CHU KANG AVENUE 3 THE RAINFOREST SINGAPORE 689875,1.383300451,103.7485884
8 Ipoh Lane,8 IPOH LANE RITZ REGENCY SINGAPORE 438611,1.31136807,103.8947668
93 West Coast Crescent,93 WEST COAST CRESCENT SEAHILL SINGAPORE 126764,1.298918007,103.7646617
6 Tai Thong Crescent,6 TAI THONG CRESCENT THE VENUE RESIDENCES SINGAPORE 347840,1.32884034,103.8690446
11G Toh Tuck Road,11G TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596129,1.339126816,103.7706028
6 Fourth Avenue,6 FOURTH AVENUE FOURTH AVENUE RESIDENCES SINGAPORE 268673,1.330340733,103.7972455
Twin VEW,TWIN VEW,1.319842701,103.752468
20 Balmoral Park,20 BALMORAL PARK THE BALMORAL SINGAPORE 259849,1.31573559,103.8285619
35 Mangis Road,35 MANGIS ROAD LA MARIPOSA SINGAPORE 424970,1.312707634,103.9046712
34 Keppel Bay Drive,34 KEPPEL BAY DRIVE CARIBBEAN AT KEPPEL BAY SINGAPORE 098652,1.265597726,103.8148557
10 Brooke Road,10 BROOKE ROAD EAST VIEW SINGAPORE 429986,1.303812336,103.9036042
15 Kim Yam Road,15 KIM YAM ROAD LANGSTON VILLE SINGAPORE 239328,1.294926037,103.8389472
The Metropolitan Condominium,THE METROPOLITAN CONDOMINIUM,1.290394066,103.8159109
12 Kitchener Link,12 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207224,1.310340776,103.8572324
55 Jalan Loyang Besar,55 JALAN LOYANG BESAR LOYANG GARDENS SINGAPORE 509376,1.378072604,103.9567918
5 Woodlands Drive 72,5 WOODLANDS DRIVE 72 WOODSVALE SINGAPORE 738091,1.444495859,103.8048331
80 Mount Sinai Drive,80 MOUNT SINAI DRIVE THE SIERRA SINGAPORE 277125,1.31810472,103.7803257
1 Jurong Lake Link,1 JURONG LAKE LINK LAKEVILLE SINGAPORE 648160,1.345986052,103.7253778
132 Lorong K Telok Kurau,132 LORONG K TELOK KURAU SUNNYVALE RESIDENCES SINGAPORE 425790,1.313360269,103.9153112
130 Cantonment Road,130 CANTONMENT ROAD THE BEACON SINGAPORE 089775,1.275874835,103.840481
11 Arnasalam Chetty Road,11 ARNASALAM CHETTY ROAD THE INSPIRA SINGAPORE 239949,1.291883736,103.8389456
10 Lorong Ah Soo,10 LORONG AH SOO URBAN RESIDENCES SINGAPORE 534051,1.350773957,103.8800809
26 Jalan Lempeng,26 JALAN LEMPENG REGENT PARK SINGAPORE 128805,1.317567924,103.7609501
31 Jalan Rama Rama,31 JALAN RAMA RAMA DE ROYALE SINGAPORE 329111,1.327898,103.8493109
25 Terrasse Lane,25 TERRASSE LANE TERRASSE SINGAPORE 544776,1.36901468,103.8785499
15 Cairnhill Circle,15 CAIRNHILL CIRCLE HELIOS RESIDENCES SINGAPORE 229815,1.306562597,103.8378007
110 Gerald Drive,110 GERALD DRIVE SELETAR SPRINGS CONDOMINIUM SINGAPORE 799036,1.387581221,103.8784835
22 Tanah Merah Kechil Link,22 TANAH MERAH KECHIL LINK URBAN VISTA SINGAPORE 465427,1.32757609,103.9444988
104 Gerald Drive,104 GERALD DRIVE SELETAR SPRINGS CONDOMINIUM SINGAPORE 798594,1.387983117,103.8798179
2K Jalan Remaja,2K JALAN REMAJA MONT BOTANIK RESIDENCES SINGAPORE 668728,1.35756071,103.7615594
2 Jalan Mat Jambol,2 JALAN MAT JAMBOL BIJOU SINGAPORE 119554,1.276853864,103.7917422
25 Lorong 3 Toa Payoh,25 LORONG 3 TOA PAYOH TREVISTA SINGAPORE 319583,1.338095058,103.8467758
23 Elliot Road,23 ELLIOT ROAD ELLIOT AT THE EAST COAST SINGAPORE 458704,1.311481746,103.9306066
13 Tanjong Katong Road,13 TANJONG KATONG ROAD KATONG REGENCY SINGAPORE 437158,1.315031771,103.8947604
17 Tampines Avenue 8,17 TAMPINES AVENUE 8 ARC AT TAMPINES SINGAPORE 529602,1.350280583,103.9285712
26 Woodlands Crescent,26 WOODLANDS CRESCENT NORTHOAKS SINGAPORE 738084,1.444960952,103.8068685
5 Simei Street 3,5 SIMEI STREET 3 EASTPOINT GREEN SINGAPORE 529892,1.33853568,103.9503434
75 Nim Road,75 NIM ROAD NIM GARDENS SINGAPORE 807585,1.380535807,103.8636326
31 How Sun Road,31 HOW SUN ROAD THE LILIUM SINGAPORE 538500,1.34579628,103.880802
15 How Sun Drive,15 HOW SUN DRIVE THE GAZANIA SINGAPORE 538545,1.345455518,103.8792021
4 Bukit Batok Street 41,4 BUKIT BATOK STREET 41 LE QUEST SINGAPORE 657991,1.355941712,103.741127
143 Killiney Road,143 KILLINEY ROAD THE BOUTIQ SINGAPORE 239573,1.29660443,103.8388425
179 Tanjong Rhu Road,179 TANJONG RHU ROAD WATER PLACE SINGAPORE 436608,1.296322264,103.8721156
32 Woodlands Crescent,32 WOODLANDS CRESCENT NORTHOAKS SINGAPORE 738087,1.445454981,103.8062512
10 Aljunied Road,10 ALJUNIED ROAD AVANT RESIDENCES SINGAPORE 389799,1.313535386,103.882363
98 Lorong J Telok Kurau,98 LORONG J TELOK KURAU SERENITY BREEZE SINGAPORE 425927,1.313601875,103.9122037
123 Rangoon Road,123 RANGOON ROAD SUITES 123 SINGAPORE 218401,1.315149945,103.8534782
133 Pasir Ris Grove,133 PASIR RIS GROVE D'NEST SINGAPORE 518131,1.369500776,103.9462199
24 Hillside Drive,24 HILLSIDE DRIVE HILLSIDE MANSIONS SINGAPORE 548943,1.358275405,103.8771195
978 Upper Serangoon Road,978 UPPER SERANGOON ROAD STARS OF KOVAN SINGAPORE 533857,1.361282561,103.8878411
60 Newton Road,60 NEWTON ROAD NEWTON SUITES SINGAPORE 307994,1.317800914,103.8423138
301 Jalan Bukit Ho Swee,301 JALAN BUKIT HO SWEE MERAPRIME SINGAPORE 169568,1.287058598,103.8277875
2B Simon Lane,2B SIMON LANE BLISS@KOVAN SINGAPORE 546019,1.362989664,103.8832254
10 Pasir Ris Link,10 PASIR RIS LINK RIPPLE BAY SINGAPORE 518163,1.378379954,103.960914
8 Bhamo Road,8 BHAMO ROAD NOVA 88 SINGAPORE 329640,1.324726842,103.8494702
72 Bayshore Road,72 BAYSHORE ROAD COSTA DEL SOL SINGAPORE 469988,1.31134604,103.9386075
10 River Valley Close,10 RIVER VALLEY CLOSE THE AVENIR SINGAPORE 238438,1.294240857,103.8367673
77 Upper East Coast Road,77 UPPER EAST COAST ROAD 77 @ EAST COAST SINGAPORE 455218,1.313384208,103.9273974
101 West Coast Crescent,101 WEST COAST CRESCENT SEAHILL SINGAPORE 126768,1.298846987,103.7649177
7 Flora Drive,7 FLORA DRIVE DAHLIA PARK CONDOMINIUM SINGAPORE 507012,1.358838989,103.9654421
246 Telok Kurau Road,246 TELOK KURAU ROAD RESIDENCE TWENTY-TWO SINGAPORE 423844,1.31101225,103.9110422
3 Silat Avenue,3 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168873,1.276280878,103.8297954
19 Flora Road,19 FLORA ROAD AVILA GARDENS SINGAPORE 509736,1.360224669,103.9655105
16 Pasir Ris Link,16 PASIR RIS LINK RIPPLE BAY SINGAPORE 518166,1.378617446,103.9616654
5 Jurong Lake Link,5 JURONG LAKE LINK LAKEVILLE SINGAPORE 648162,1.345878222,103.7259802
23 Jalan Rajah,23 JALAN RAJAH THE VERVE SINGAPORE 329138,1.327721882,103.8481373
30 Balmoral Road,30 BALMORAL ROAD GOODWOOD GRAND SINGAPORE 257489,1.315107383,103.8333439
10 Martin Place,10 MARTIN PLACE MARTIN MODERN SINGAPORE 237963,1.293037367,103.8377728
27 Moulmein Rise,27 MOULMEIN RISE NEU AT NOVENA SINGAPORE 308140,1.319614866,103.8459692
131 Holland Road,131 HOLLAND ROAD THE ENCLAVE . HOLLAND SINGAPORE 278569,1.312135223,103.799011
11 Balmoral Road,11 BALMORAL ROAD THE HYDE SINGAPORE 259796,1.314326317,103.8310652
8A Jalan Lempeng,8A JALAN LEMPENG PARC CLEMATIS SINGAPORE 128823,1.317059125,103.7602989
16 Upper Serangoon Crescent,16 UPPER SERANGOON CRESCENT RIVERSAILS SINGAPORE 534028,1.379300108,103.902605
110 Duchess Avenue,110 DUCHESS AVENUE DUCHESS RESIDENCES SINGAPORE 266313,1.3240326,103.8015569
29 Flora Road,29 FLORA ROAD ESTELLA GARDENS SINGAPORE 509742,1.359954053,103.9666655
12 Leedon Heights,12 LEEDON HEIGHTS LEEDON RESIDENCE SINGAPORE 267935,1.313321358,103.8022988
62 Tanah Merah Kechil Avenue,62 TANAH MERAH KECHIL AVENUE CASA MERAH SINGAPORE 465530,1.329143468,103.9454902
9 Robin Drive,9 ROBIN DRIVE ROBIN RESIDENCES SINGAPORE 258269,1.319232244,103.828062
15 Lorong Kismis,151 LORONG KISMIS GOLDEN RISE ESTATE SINGAPORE 598074,1.336990304,103.7658316
6 Bukit Batok Street 41,6 BUKIT BATOK STREET 41 LE QUEST SINGAPORE 657992,1.356123649,103.7412459
50 Bayshore Road,50 BAYSHORE ROAD BAYSHORE PARK SINGAPORE 469977,1.312149584,103.9374683
3 Rosyth Road,3 ROSYTH ROAD SINGAPORE 546134,1.362900843,103.8742336
7 Canberra Drive,7 CANBERRA DRIVE 1 CANBERRA SINGAPORE 768069,1.437424782,103.8296251
22 Saint Thomas Walk,22 SAINT THOMAS WALK SKYPARK SINGAPORE 238107,1.297175342,103.8360319
33 Jurong West Street 41,33 JURONG WEST STREET 41 THE LAKESHORE SINGAPORE 649413,1.346260669,103.7228325
35 Pheng Geck Avenue,35 PHENG GECK AVENUE SENNETT RESIDENCE SINGAPORE 348230,1.331256593,103.8696199
52 Punggol Walk,52 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828831,1.405983409,103.8996676
161 Jalan Loyang Besar,161 JALAN LOYANG BESAR LIGHTHOUSE SINGAPORE 509408,1.378293806,103.9591356
6E Jalan Novena Barat,6E JALAN NOVENA BARAT NOVENA COURT SINGAPORE 308605,1.322800362,103.8421102
23 Sengkang East Avenue,23 SENGKANG EAST AVENUE AUSTVILLE RESIDENCES SINGAPORE 544810,1.38034243,103.9009699
280 Ocean Drive,280 OCEAN DRIVE THE COAST AT SENTOSA COVE SINGAPORE 098451,1.245288915,103.8435457
66 South Buona Vista Road,66A SOUTH BUONA VISTA ROAD KENT RIDGE HILL RESIDENCES SINGAPORE 117327,1.281534025,103.7894128
386 Dunearn Road,386 DUNEARN ROAD DUNEARN 386 SINGAPORE 289599,1.32443999,103.8118363
80 Anchorvale Crescent,80 ANCHORVALE CRESCENT OLA SINGAPORE 544558,1.397128729,103.8925373
61 Punggol Central,61 PUNGGOL CENTRAL WATERTOWN SINGAPORE 828840,1.407176512,103.9030396
55 Changi Road,55 CHANGI ROAD SINGAPORE 419709,1.316916263,103.8989898
12 Pasir Ris Link,12 PASIR RIS LINK RIPPLE BAY SINGAPORE 518164,1.378472791,103.9613125
488 Upper Serangoon Road,488 UPPER SERANGOON ROAD VIBES@UPPER SERANGOON SINGAPORE 534519,1.344818258,103.8712387
The Minton,THE MINTON,1.35215604,103.8816636
5 Seletar Road,5 SELETAR ROAD THE GREENWICH SINGAPORE 807013,1.38715929,103.8698329
97 Bukit Drive,97 BUKIT DRIVE THE RAINTREE SINGAPORE 587842,1.349332434,103.7741895
11A Toh Tuck Road,11A TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596157,1.340000986,103.7708699
98 Elias Road,98 ELIAS ROAD STRATUM SINGAPORE 519954,1.37992216,103.9433321
5 Silat Avenue,5 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168874,1.276048396,103.8293638
91 Tampines Avenue 1,91 TAMPINES AVENUE 1 WATERVIEW SINGAPORE 528690,1.349568059,103.9265213
730 Bedok Reservoir Road,730 BEDOK RESERVOIR ROAD WATERFRONT ISLE SINGAPORE 479261,1.338724437,103.9275779
24 Balmoral Road,24 BALMORAL ROAD GOODWOOD GRAND SINGAPORE 259826,1.315394125,103.8334003
45 Bright Hill Drive,45 BRIGHT HILL DRIVE THOMSON THREE SINGAPORE 573895,1.357414045,103.8313634
28 Ceylon Road,28 CEYLON ROAD LEVILLE ISUITES SINGAPORE 429621,1.306116412,103.9030632
130 Lorong K Telok Kurau,130 LORONG K TELOK KURAU LA VIDA @ 130 SINGAPORE 425769,1.313538099,103.9149444
9 Rambai Road,9 RAMBAI ROAD SUNSHINE REGENCY SINGAPORE 424352,1.311416311,103.905338
35 Tampines Street 34,35 TAMPINES STREET 34 THE EDEN AT TAMPINES SINGAPORE 529239,1.355673109,103.9589409
32 Choa Chu Kang Street 64,32 CHOA CHU KANG STREET 64 THE WINDERMERE SINGAPORE 689099,1.398082901,103.7513125
7 Simei Street 4,7 SIMEI STREET 4 SIMEI GREEN CONDOMINIUM SINGAPORE 529864,1.340455614,103.9581678
202 Pasir Panjang Road,202 PASIR PANJANG ROAD LANDRIDGE CONDOMINIUM SINGAPORE 118572,1.279250564,103.7871543
34 Bayshore Road,34 BAYSHORE ROAD THE BAYSHORE SINGAPORE 469976,1.31261384,103.939334
1 West Coast Drive,1 WEST COAST DRIVE NEWEST SINGAPORE 128020,1.316413219,103.7574513
6 Derbyshire Road,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,1.315681726,103.8458804
11C Balmoral Road,11C BALMORAL ROAD THE OLIV SINGAPORE 259798,1.314836293,103.8315785
76 Hougang Avenue 7,76 HOUGANG AVENUE 7 THE FLORIDA SINGAPORE 538807,1.374137117,103.9005832
110 Sophia Road,110 SOPHIA ROAD 1919 SINGAPORE 228175,1.302776124,103.846571
349 Pasir Panjang Road,349 PASIR PANJANG ROAD MURANO SINGAPORE 118691,1.289283448,103.7758096
10 Loyang Besar Close,10 LOYANG BESAR CLOSE COASTAL BREEZE RESIDENCES SINGAPORE 509050,1.378462531,103.9574886
34 Draycott Park,34 DRAYCOTT PARK THE DRAYCOTT SINGAPORE 259388,1.310977547,103.8314763
5 How Sun Drive,5 HOW SUN DRIVE THE GAZANIA SINGAPORE 538527,1.344786917,103.8787788
1 Chong Kuo Road,1 CHONG KUO ROAD THE ESSENCE SINGAPORE 779830,1.40345527,103.8171661
341 Choa Chu Kang Avenue 3,341 CHOA CHU KANG AVENUE 3 THE RAINFOREST SINGAPORE 689874,1.383401954,103.748374
13 Punggol Field Walk,13 PUNGGOL FIELD WALK FLO RESIDENCE SINGAPORE 828745,1.391989302,103.9137514
92 Robertson Quay,92 ROBERTSON QUAY M SOCIAL SINGAPORE SINGAPORE 238260,1.290834126,103.8372804
51 Cove Drive,51 COVE DRIVE TURQUOISE SINGAPORE 098393,1.242963973,103.8371062
7 Rivervale Link,7 RIVERVALE LINK THE RIVERVALE SINGAPORE 545125,1.38100388,103.8978885
372 Pasir Panjang Road,372 PASIR PANJANG ROAD THE FOLIAGE SINGAPORE 118709,1.291020313,103.7740571
253 Pasir Panjang Road,253 PASIR PANJANG ROAD PARC IMPERIAL SINGAPORE 118618,1.281350127,103.7836422
6 De Souza Avenue,6 DE SOUZA AVENUE VERDALE SINGAPORE 599460,1.345507049,103.7700922
5 Jalan Mata Ayer,5 JALAN MATA AYER EUPHONY GARDENS SINGAPORE 759151,1.424621475,103.8248991
31 West Coast Park,31A WEST COAST PARK BOTANNIA SINGAPORE 127725,1.318964209,103.7536367
72 Elias Road,72 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519944,1.377447835,103.9416023
202 Loyang Avenue,202 LOYANG AVENUE LOYANG VALLEY SINGAPORE 509059,1.368080657,103.9695495
46 Lakeside Drive,46 LAKESIDE DRIVE THE LAKEFRONT RESIDENCES SINGAPORE 648324,1.342614187,103.7193756
2 Cairnhill Circle,2 CAIRNHILL CIRCLE CAIRNHILL CREST SINGAPORE 229811,1.305578298,103.8381408
396 River Valley Road,396 RIVER VALLEY ROAD RV SUITES SINGAPORE 248289,1.295605203,103.8294069
59 Flora Drive,59 FLORA DRIVE THE INFLORA SINGAPORE 506846,1.356328431,103.9665782
15 Bartley Road,15 BARTLEY ROAD THE QUINN SINGAPORE 539766,1.344301806,103.8729815
28 Bukit Batok East Avenue 2,28 BUKIT BATOK EAST AVENUE 2 HILLVIEW REGENCY SINGAPORE 659921,1.352026274,103.7573722
7 Bishan Street 15,7 BISHAN STREET 15 SKY HABITAT SINGAPORE 573908,1.352542387,103.8517168
54 Flora Drive,54 FLORA DRIVE PARC OLYMPIA SINGAPORE 506870,1.355094464,103.9647282
44 Keppel Bay Drive,44 KEPPEL BAY DRIVE CARIBBEAN AT KEPPEL BAY SINGAPORE 098657,1.267360939,103.8146047
1 Flora Drive,1 FLORA DRIVE DAHLIA PARK CONDOMINIUM SINGAPORE 507009,1.359418099,103.9653939
17 Pasir Ris Grove,17 PASIR RIS GROVE COCO PALMS SINGAPORE 518143,1.371037471,103.9465789
218 Pasir Panjang Road,218 PASIR PANJANG ROAD ICON @ PASIR PANJANG SINGAPORE 118579,1.279486701,103.7857562
136 Hillview Avenue,136 HILLVIEW AVENUE MERAWOODS SINGAPORE 669598,1.356170247,103.7593157
56 Bukit Batok Street 31,56 BUKIT BATOK STREET 31 THE MADEIRA SINGAPORE 659445,1.356974175,103.7495403
263 Bukit Timah Road,263 BUKIT TIMAH ROAD GOODWOOD RESIDENCE SINGAPORE 259704,1.315123059,103.8354967
7 Woodlands Drive 72,7 WOODLANDS DRIVE 72 WOODSVALE SINGAPORE 738092,1.444727052,103.8049571
2C Hong San Walk,2C HONG SAN WALK PALM GARDENS SINGAPORE 689049,1.378663056,103.7465631
41 Hume Avenue,41 HUME AVENUE SYMPHONY HEIGHTS SINGAPORE 598738,1.356793366,103.7667505
2 Bukit Batok Street 41,2 BUKIT BATOK STREET 41 LE QUEST SINGAPORE 657990,1.3564172,103.7409275
78 Hougang Avenue 7,78 HOUGANG AVENUE 7 THE FLORIDA SINGAPORE 534260,1.373932575,103.9011403
6 Sims Drive,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,1.319267105,103.8806159
17 Tanjong Katong Road,17 TANJONG KATONG ROAD KATONG REGENCY SINGAPORE 437159,1.31437048,103.894529
2B Hong San Walk,2B HONG SAN WALK PALM GARDENS SINGAPORE 689048,1.378251246,103.7464176
28 Woodlands Crescent,28 WOODLANDS CRESCENT NORTHOAKS SINGAPORE 738085,1.44538983,103.8072889
223 Upper Paya Lebar Road,223 UPPER PAYA LEBAR ROAD BOTANIQUE AT BARTLEY SINGAPORE 533874,1.34286199,103.8826065
128 Lorong K Telok Kurau,128 LORONG K TELOK KURAU SUNNY PARC SINGAPORE 425767,1.313370052,103.9147562
61 Meyer Road,61 MEYER ROAD THE ATRIA AT MEYER SINGAPORE 437885,1.296681855,103.8891001
1 Simei Street 4,1 SIMEI STREET 4 SIMEI GREEN CONDOMINIUM SINGAPORE 529861,1.341695382,103.9580808
52 Choa Chu Kang North 6,52 CHOA CHU KANG NORTH 6 YEW MEI GREEN SINGAPORE 689575,1.395253985,103.7513115
73 Choa Chu Kang Loop,73 CHOA CHU KANG LOOP NORTHVALE SINGAPORE 689674,1.386747097,103.7453201
23 Fernvale Road,23 FERNVALE ROAD HIGH PARK RESIDENCES SINGAPORE 797638,1.396949923,103.8751986
93 Yishun Street 81,93 YISHUN STREET 81 ORCHID PARK CONDOMINIUM SINGAPORE 768451,1.412330108,103.8348931
145 Killiney Road,145 KILLINEY ROAD THE BOUTIQ SINGAPORE 239565,1.296610703,103.8385837
130 Tanjong Rhu Road,130 TANJONG RHU ROAD PEBBLE BAY SINGAPORE 436918,1.297570376,103.8722714
91 Bencoolen Street,91 BENCOOLEN STREET,1.300313135,103.8510491
100 Grange Road,100 GRANGE ROAD CLIVEDEN AT GRANGE SINGAPORE 249591,1.299446474,103.8267921
85 Hillview Avenue,85 HILLVIEW AVENUE THE PETALS SINGAPORE 669587,1.353674206,103.7605499
12 Yew Siang Road,12 YEW SIANG ROAD FRAGRANCE COURT SINGAPORE 117752,1.277285588,103.7931222
3 Bedok South Avenue 3,3 BEDOK SOUTH AVENUE 3 GRANDEUR PARK RESIDENCES SINGAPORE 465462,1.326092355,103.9452697
28 Flora Drive,28 FLORA DRIVE FERRARIA PARK CONDOMINIUM SINGAPORE 506951,1.358342341,103.9644
21 Lorong 28 Geylang,21 LORONG 28 GEYLANG EDENZ SUITES SINGAPORE 398425,1.312869316,103.8857531
33 Jalan Singa,33 JALAN SINGA SINGA HILLS SINGAPORE 418109,1.330132629,103.908285
63 Choa Chu Kang Loop,63 CHOA CHU KANG LOOP NORTHVALE SINGAPORE 689669,1.38721407,103.7447685
1 Hullet Road,1 HULLET ROAD URBAN SUITES SINGAPORE 229157,1.303610268,103.8384569
50 Sengkang Square,50 SENGKANG SQUARE LA FIESTA SINGAPORE 544830,1.389615454,103.8958803
77 Jurong East Street 13,77 JURONG EAST STREET 13 WESTMERE SINGAPORE 609653,1.337498606,103.7360268
47 Jervois Road,47 JERVOIS ROAD MON JERVOIS SINGAPORE 247656,1.293849076,103.8215817
50 Tanah Merah Kechil Avenue,50 TANAH MERAH KECHIL AVENUE CASA MERAH SINGAPORE 465524,1.329742066,103.9456704
570 Macpherson Road,570 MACPHERSON ROAD SKY GREEN SINGAPORE 368237,1.332518468,103.8862288
113 Compassvale Bow,113 COMPASSVALE BOW ESPARINA RESIDENCES SINGAPORE 544814,1.381767701,103.8915434
66 Mei Hwan Drive,66 MEI HWAN DRIVE GOLDENHILL PARK CONDOMINIUM SINGAPORE 568429,1.352040946,103.8621818
99 Prince Charles Crescent,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029,1.292375067,103.8228367
81 Pheng Geck Avenue,81 PHENG GECK AVENUE NIN RESIDENCE SINGAPORE 348269,1.332793456,103.8697968
100 Haig Road,100 HAIG ROAD DUNMAN VIEW SINGAPORE 438797,1.309953699,103.8970739
27 Woodleigh Close,27 WOODLEIGH CLOSE EURO-ASIA PARK SINGAPORE 357922,1.336695494,103.8675995
40 Canberra Drive,40 CANBERRA DRIVE YISHUN SAPPHIRE SINGAPORE 768433,1.440765277,103.8304955
60 Edgedale Plains,60 EDGEDALE PLAINS RIVER ISLES SINGAPORE 828729,1.396897396,103.9139117
501 Bedok Reservoir Road,501 BEDOK RESERVOIR ROAD ARCHIPELAGO SINGAPORE 479267,1.337535869,103.9206519
28 Jalan Limau Bali,28 JALAN LIMAU BALI LIMAU PARK SINGAPORE 468499,1.322505658,103.9482092
53 Lengkong Empat,53 LENGKONG EMPAT ESCADA VIEW SINGAPORE 417657,1.328993447,103.9134773
9 Lorong Lew Lian,9 LORONG LEW LIAN FOREST WOODS SINGAPORE 536494,1.3510575,103.8768357
5 Bedok South Avenue 3,5 BEDOK SOUTH AVENUE 3 GRANDEUR PARK RESIDENCES SINGAPORE 465463,1.325882484,103.9456192
79 Pasir Ris Grove,79 PASIR RIS GROVE LIVIA SINGAPORE 518209,1.372759564,103.9441225
15 Elias Green,15 ELIAS GREEN ELIAS GREEN SINGAPORE 519966,1.371941989,103.9418241
6A Cairnhill Rise,6A CAIRNHILL RISE CAIRNHILL ASTORIA SINGAPORE 229742,1.307031315,103.8394459
60 Saint Patrick's Road,60 SAINT PATRICK'S ROAD SAINT PATRICK'S RESIDENCES SINGAPORE 423467,1.308177596,103.9146518
17 Evelyn Road,17 EVELYN ROAD RESIDENCES @ EVELYN SINGAPORE 309306,1.315484974,103.8394674
61 Lorong G Telok Kurau,61 LORONG G TELOK KURAU ESPIRA SPRING SINGAPORE 426327,1.317777684,103.9104257
12 Ang Mo Kio Central 3,12 ANG MO KIO CENTRAL 3 GRANDEUR 8 SINGAPORE 567746,1.376147134,103.8472793
60 Robertson Quay,60 ROBERTSON QUAY THE QUAYSIDE SINGAPORE 238252,1.290089491,103.8391721
70 Dalvey Road,70 DALVEY ROAD DLV. SINGAPORE 259469,1.31547211,103.8251036
22 Balmoral Road,22 BALMORAL ROAD GOODWOOD GRAND SINGAPORE 259825,1.315334665,103.8334522
3 Nassim Road,3 NASSIM ROAD NASSIM JADE SINGAPORE 258371,1.306633499,103.825945
5 Rivervale Crescent,5 RIVERVALE CRESCENT RIVERVALE CREST SINGAPORE 545084,1.390867811,103.9041889
10 Cuscaden Walk,10 CUSCADEN WALK FOUR SEASONS PARK SINGAPORE 249693,1.303179747,103.8276662
10 Draycott Park,10 DRAYCOTT PARK DRAYCOTT EIGHT SINGAPORE 259405,1.311388413,103.832182
333 River Valley Road,333 RIVER VALLEY ROAD YONG AN PARK SINGAPORE 238365,1.295562971,103.8342355
9 Thomson Lane,9 THOMSON LANE SKY@ELEVEN SINGAPORE 297726,1.33145814,103.8414092
57 Cairnhill Road,57 CAIRNHILL ROAD ELIZABETH HEIGHTS SINGAPORE 229668,1.30752603,103.8364883
211 Jalan Loyang Besar,211 JALAN LOYANG BESAR THE EDGEWATER SINGAPORE 509504,1.380290809,103.9646746
54 Edgedale Plains,54 EDGEDALE PLAINS RIVER ISLES SINGAPORE 828821,1.397386706,103.9132021
1 Lady Hill Road,1 LADY HILL ROAD THE LADYHILL SINGAPORE 258670,1.310437673,103.8250401
16 Yishun Avenue 9,16 YISHUN AVENUE 9 NINE RESIDENCES SINGAPORE 768896,1.433138085,103.841395
27 Pasir Ris Street 72,27 PASIR RIS STREET 72 WHITEWATER SINGAPORE 518767,1.380198744,103.9351759
95 West Coast Crescent,95 WEST COAST CRESCENT SEAHILL SINGAPORE 126765,1.298946468,103.7647228
3 Orchard Boulevard,3 ORCHARD BOULEVARD 3 ORCHARD BY-THE-PARK SINGAPORE 248653,1.303333389,103.8247067
